index,product,user_id,age,date,review,ratings,repurchase,packaging,price
9308,Blush - Deep Throat,sexysylvia1211,19-24,14 years ago,"I NEVER wear blush, im a bronzer-only fan. But lately ive been getting fed up of tanning and layering on the bronzer and as summer is drawing to an end i thought id try to be my natural colour! And...",5.0,81%,4.2,4
9309,Blush - Deep Throat,lucowles,19-24,14 years ago,I love this blush!  I tried Orgasm and it was just a little to sparkly for me (also my mom wears it so I'm sure I was prejudiced from the start)  This peachy pink hue perfectly compliments my brown...,5.0,81%,4.2,4
9310,Blush - Deep Throat,Kylie,30-35,15 years ago,I love this blush.  It really brightens my complexion and gives me that peaches and cream look.  On me this shows up a peachy pink w/ subtle shimmer (I get more peach tones than Orgasm).  I love...,5.0,81%,4.2,4
9311,Blush - Deep Throat,Lolale,19-24,15 years ago,"This is my everyday blush. I'm NC40 and I used to wear Nars Orgasm but it seems too light so this is the next best thing, its a perfect color.  It gives me that pink glow that I love.  I can put on...",5.0,81%,4.2,4
9317,Blush - Deep Throat,slc683,19-24,15 years ago,"My go-to everyday shade.  I have every blush Nars makes plus several from other brands, but I always go back to this one.  Orgasm and Torrid are the other two in my holy triumvirate... but...",5.0,81%,4.2,4
9318,Blush - Deep Throat,luscioussss,19-24,15 years ago,"i thought this is my hg shade..but no, orgasm won cuz of the shimmers(really nice, i tell yah!)..:) its just peach on me!",3.0,81%,4.2,4
9319,Blush - Deep Throat,sparkleplenty156,25-29,15 years ago,"I love this color but I HATE the name. I know that is so stupid and the name shouldn't matter, but the idea of ""Deep Throat"" is so unappealing to me. ""Orgasm"" is a bit much but at least it isn't a...",3.0,81%,4.2,4
9320,Blush - Deep Throat,goodbatteries,19-24,15 years ago,"This is my HG, natural, everyday ""I don't know what blush to wear because I have 30 to choose from but I want to look fabulous fast"" blush. What can I say, peachy pink, not too warm, not too cool,...",5.0,81%,4.2,4
9321,Blush - Deep Throat,darlie,19-24,15 years ago,"The shimmery, peachy pink color is just BEAUTIFUL. Much more practical than Orgasm. Unfortunately, I found that I'm allergic to Nars shimmer. I cannot use any Nars products that contain shimmer  or...",4.0,81%,4.2,4
9322,Blush - Deep Throat,yipeejackie,19-24,15 years ago,"It's the perfect everyday blush. Kinda pricey, but so worth it. I have this blush and ""Orgasm"". They are the perfect pair.",5.0,81%,4.2,4
9323,Blush - Deep Throat,Artbabe,44-55,15 years ago,"I have both Orgasm and Deep Throat. I agree with yoursisterdebra, DT is a more casual look. On my cool-toned LLL skin, DT shows up as a light peach. O is more pink and a bit brighter on me. I like...",4.0,81%,4.2,4
9324,Blush - Deep Throat,candiebear,19-24,15 years ago,"This color is perfect for my fair skin. It's hard to ""over do"" this blush, which is perfect for me since I just started wearing blush (San Francisco definately makes you pale in no time!) The blush...",4.0,81%,4.2,4
9325,Blush - Deep Throat,yoursisterdebra,25-29,15 years ago,"I am shocked I haven't reviewed Deep Throat yet!  This is a great everyday spring/summer blush with my coloring (PPP, some freckles, auburn hair, green hazel eyes).  I tend to think of it as my ""no...",5.0,81%,4.2,4
9326,Blush - Deep Throat,kristenmc1218,36-43,15 years ago,"I was so excited to get a peachy blush that would look good on me, but it just doesn't--it is too warm for my very cool ppp tones, but it is very pretty in the pan.

UPDATE--okay, I am adding a...",4.0,81%,4.2,4
9332,Blush - Deep Throat,MakeUp4Fun,19-24,15 years ago,"Deep Throat is a peachy PINK blush with tiny bit of shimmer to make the skin glow from within.  As everyone else has compared Orgasm and this, I have to say Deep Throat is definitely more PINK with...",5.0,81%,4.2,4
9333,Blush - Deep Throat,Landscape_babe,30-35,15 years ago," This is a great blush for giving a natural looking ""glow "" It is a peachy - pink color  with gold shimmer, similar to Orgasm. This is a versatile color that would be good for most skintones. I...",5.0,81%,4.2,4
9334,Blush - Deep Throat,i9jadei9,25-29,15 years ago,This is the only blush I like and that actually works on my very pale skin.  It's a beautiful pink color and doesn't go on super dark.  It's the most natural looking blush that I've found.  I love...,5.0,81%,4.2,4
9335,Blush - Deep Throat,colormepink,44-55,15 years ago,"I have owned this blush three times in the past four years and have swapped it away every time--I am officially giving up on it.  If it were truly peachy I think I would love it--however, although...",1.0,81%,4.2,4
9336,Blush - Deep Throat,kkt1210,25-29,15 years ago,i don't know... i'm sort of torn with this blush. i like it in the sense it perks my face up...but if i use too much it makes me look silly. plus it is a little too peachy for my tastes. the...,3.0,81%,4.2,4
9337,Blush - Deep Throat,qoo77,25-29,15 years ago,I asked a friend on a trip to the US to buy this for me for someone's birthday. Based on the overwhelmingly gushing reviews here one would think its the kind of blush colour that would transform...,1.0,81%,4.2,4
9338,Blush - Deep Throat,Ombudsgirl,25-29,15 years ago,"I have four NARS blushes, and I bought Deep Throat last spring after ""Deep Throat"" revealed himself! (I'm studying to cover politics.) Deep Throat is like a daytime version of Orgasm, which I also...",5.0,81%,4.2,4
9339,Blush - Deep Throat,40sRock,36-43,15 years ago,Interesting that I read here that many light skin asian women wear this.  I am caucasian and with med/light skin and this blush/color is perfect for my coloring.  Jeeeessssh!  It's about time I...,5.0,81%,4.2,4
9340,Blush - Deep Throat,Caffy,19-24,15 years ago,"This is a staple in my makeup case.I love the subtle colour on my pale asian skin, and I love it !. I like it better then Orgasm because it's a bit more peachy and more for my skin tone. Definately...",5.0,81%,4.2,4
9341,Blush - Deep Throat,lavenderfleur,25-29,15 years ago,"This is my first NARS blush and I am impressed!  I love the color.  Nice, light peach.  It seemed to last most of the day too.  Glad I spent a little more than I normally would for a blush and gave...",5.0,81%,4.2,4
9347,Blush - Deep Throat,ruby_tea_roses,36-43,15 years ago,"I *LOVE* this color! (But I hate the name!) Deep Throat is WAY, WAY, WAY prettier than Orgasm! Deep Throat is so far beyond Orgasm in beauty, that the light from Orgasm would take 1.2 million years...",5.0,81%,4.2,4
9348,Blush - Deep Throat,Vivaglam76,25-29,15 years ago,"I think this is interchangeable with Orgasm, at least for my skin.  I like that it is buildable, so I can give a slight flush or go for a more dramatic look.  Very pretty color, I am somewhere...",5.0,81%,4.2,4
9349,Blush - Deep Throat,Hachi,19-24,15 years ago,"This is very similar to Orgasm, and the color looks great on Asian skin. The texture and staying power are very nice. It gives me a healthy look.",5.0,81%,4.2,4
9350,Blush - Deep Throat,PlatinumBlondePunk,19-24,15 years ago,"Such a shame.I wanted to like this but it's just too apricot on me.This shade really clashes with my skintone,unfortunately.However the quality of this blush is the same as all other NARS...",3.0,81%,4.2,4
9351,Blush - Deep Throat,wrecktechno,19-24,15 years ago,I have read so many FANTASTIC reviews of this product and how it makes everyone who uses it look amazing and so I bought it but I'm wondering whether the other reviewers are using the same product...,2.0,81%,4.2,4
9352,Blush - Deep Throat,mariahmimi,25-29,15 years ago,"This is my everyday blush, literally. I am a NW25, this blush enhance my skin tone, giving me a natural flush without being over the top. It also goes well with my heavy/ light makeup day. I do...",5.0,81%,4.2,4
9353,Blush - Deep Throat,eggtarts,19-24,15 years ago,"this is my new review for deep throat. i originally commented that this turned reddish on me, but i'd always wondered how that could have been possible as it's such a peachy shade on the pan! i...",4.0,81%,4.2,4
9354,Blush - Deep Throat,ellie179,25-29,15 years ago,"Love this blush. It's a lovely peachy-pink color that's deeper than Orgasm and doesnt have as much gold flecks in them, unlike Orgasm. I always reach for this when I'm looking for healthy, face...",5.0,81%,4.2,4
9355,Blush - Deep Throat,knoel,30-35,15 years ago,"I definately prefer this to orgasm. It is a really nice peach color for me. YOu have to use a light hand with this stuff, though.",5.0,81%,4.2,4
9356,Blush - Deep Throat,the_blue_bubble,Under 18,15 years ago,"Nice peach to give my face a bit of colour. I'm NC20, CHanel #20 and it gives me a glowy look but in sunlight, the shimmer is obvious. ",4.0,81%,4.2,4
9362,Blush - Deep Throat,hipstertrend79,25-29,15 years ago,I don't know what all the hype is about. It came out orangy on me. I didn't like it at all. I'm sticking to Revlon's First Blush.,1.0,81%,4.2,4
9363,Blush - Deep Throat,pillow_case,Under 18,15 years ago,"I meant to buy the orgasm/laguna duo, but grabbed deep throat by accident.  I'm glad I did, the color is perfect for me.  It goes on sheer at first, which is great because I'm very pale.  I would...",5.0,81%,4.2,4
9364,Blush - Deep Throat,islandkiss,25-29,15 years ago,"Asides from NARS Orgasm, this is the 2nd NARS blush that I reach for most from my collection (I have all of NARS' blushes except for Sex). 
Deep Throat is a beautiful shimmering peach with hints...",5.0,81%,4.2,4
9365,Blush - Deep Throat,kmjkmj,25-29,15 years ago,I love NARS. I love this blush. It is a perfect soft pink color that really gives a nice glow. I have orgasm too and this one looks much better on me. Orgasm shows up to orange.,5.0,81%,4.2,4
9366,Blush - Deep Throat,gothvixen,25-29,15 years ago,This was my first product by Nars. The color is nice and it stays on for much of the day. ,4.0,81%,4.2,4
9367,Blush - Deep Throat,asa805,25-29,15 years ago,Wanted to update my review on this.  Many pages back i reviewed this with 3 stars.  I dont know why but when i previously tried this it applied orangy and blotchy. I think its because i was just...,5.0,81%,4.2,4
9368,Blush - Deep Throat,legallylaura04,19-24,15 years ago,"I already have a cream blush from Pout, and I wanted to also have a powder blush. I have been dying to try the NARS line, so I made my first purchase his ever famous blush. Like most of you, I was...",5.0,81%,4.2,4
9369,Blush - Deep Throat,ghost,25-29,15 years ago,"This is nice but its not THAT different than Orgasm. If you are extra pale, get this instead of orgasm, and if not then get orgasm.",4.0,81%,4.2,4
9370,Blush - Deep Throat,jdkit,25-29,15 years ago,"I bought this during the sephora sale week and after having the MUA  try it on me. It actually looks better on me than Orgasm, another color I was considering.  This is a peachy pink blush that...",5.0,81%,4.2,4
9371,Blush - Deep Throat,wabdon,25-29,15 years ago,"After hearing about Nars blushes, I decided to give it a go and bought Deep throat off Ebay after doing extensive research on MUA. I do no regret buying it! It isa  beautiful pinky-peach with...",5.0,81%,4.2,4
9377,Blush - Deep Throat,saralou,,15 years ago,"It seems silly to add yet another glowing review, but that's how much I like this blush. Deep Throat is a much better shade on me than Orgasm. It's more peach and looks more natural on my fair...",4.0,81%,4.2,4
9378,Blush - Deep Throat,desperateartist,36-43,15 years ago,"this is my first post, so you know i have to really like this product. it is expensive, but justified. its now my primary blush for winter, spring, early summer (i blend it with something bronzier...",5.0,81%,4.2,4
9379,Blush - Deep Throat,alicilera,19-24,15 years ago,"I tried deep throat on at a store selling Nars blush, and compare to Orgasm, this is a more subtle shade on me. Seems more peachish and on 2nd thoughts, maybe more suited for my NW15-20 skin....",4.0,81%,4.2,4
9380,Blush - Deep Throat,ut88keys,44-55,15 years ago,I wondered what all the hype was about ..so I bought this as an alternative to Orgasm..I wear peach .I love the shimmer glow ..I was using the tricolor covergirl for years and got tons of...,4.0,81%,4.2,4
9381,Blush - Deep Throat,Kaelie,30-35,15 years ago,"I loved orgasm but wanted something a little different.  Deep throat is just a bit more peach/orange than orgasam.  The shimmer adds more depth to the cheeks.  To me, this color is more intense...",4.0,81%,4.2,4
